"status","label","ngram forms",,
"w","computer mu","computer mu",,
"w","computer vision","computer vision",,
"w","computer-aided decision support","computer-aided decision support",,
"w","computing infrastructure","computing infrastructure",,
"w","computing nano devices","computing nano devices",,
"w","computing oscillator array","computing oscillator array",,
"w","computing paradigms","computing paradigms",,
"w","computing systems","computing systems",,
"w","concept learning","concept learning",,
"w","conceptual knowledge","conceptual knowledge",,
"w","conceptual models","conceptual models",,
"w","concurrency","concurrency",,
"w","concurrency and distribution","concurrency and distribution",,
"w","concurrency theory","concurrency theory",,
"w","condensed matter physics"," condensed matter *** condensed matter physics",,
"w","conductive adhesives","conductive adhesives",,
"w","conductive nanowires","conductive nanowires",,
"w","confidential data","confidential data",,
"w","confined phonons","confined phonons",,
"w","congestion reduction","congestion reduction",,
"w","conical refraction","conical refraction",,
"w","conjugated polymers","conjugated polymers",,
"w","connectivity","connectivity",,
"w","consensus building","consensus building",,
"w","constrained optimization","constrained optimization",,
"w","constraint programming","constraint programming",,
"w","constraint satisfaction","constraint satisfaction",,
"w","constraint satisfaction in genomics","constraint satisfaction in genomics",,
"w","construction principles","construction principles",,
"w","constructive type theory","constructive type theory",,
"w","consumer electronics","consumer electronics",,
"w","consumers","consumers",,
"w","contacless data","contacless data",,
"w","contact interface","contact interface",,
"w","contemporary middleware systems","contemporary middleware systems",,
"w","content creation","content creation",,
"w","content delivery networks","content delivery networks",,
"w","content management","content management",,
"w","content protection","content protection",,
"w","content-based music retrieval","content-based music retrieval",,
"w","context analysis","context analysis",,
"w","context-aware computing","context aware computing *** context-aware computing ",,
"w","context modelling","context modelling",,
"w","context-aware ict systems","context-aware ict systems",,
"w","context-aware services","context-aware services",,
"w","Context-awareness"," context awareness *** Context-awareness",,
"w","context-sensitive search","context-sensitive search",,
"w","contextual information maximization","contextual information maximization",,
"w","contextual modeling","contextual modeling",,
"w","contextualization","contextualization",,
"w","continuous variables","continuous variables",,
"w","control theory","control theory",,
"w","convergence of ict disciplines","convergence of ict disciplines",,
"w","cooling","cooling",,
"w","cooper pair","cooper pair",,
"w","cooperation","cooperation",,
"w","cooperative communications","cooperative communications",,
"w","cooperative diversity","cooperative diversity",,
"w","cooperative interactions","cooperative interactions",,
"w","cooperative networking","cooperative networking",,
"w","cooperative resource building","cooperative resource building",,
"w","corporeal activities","corporeal activities",,
"w","correlated noise","correlated noise",,
"w","correlated quantum systems","correlated quantum systems",,
"w","correlation of electrical and ionic systems","correlation of electrical and ionic systems",,
"w","cortical de-efferentation","cortical de-efferentation",,
"w","cortical implant","cortical implant",,
"w","cortical interface","cortical interface",,
"w","cortical stimulation","cortical stimulation",,
"w","coupled resonator optical waveguides","coupled resonator optical waveguides",,
"w","coupled-cavity lasers","coupled-cavity lasers",,
"w","course creation","course creation",,
"w","course delivery","course delivery",,
"w","covert communications","covert communications",,
"w","credit crisis","credit crisis",,
"w","credit crunch warning system","credit crunch warning system",,
"w","credit networks","credit networks",,
"w","crisis management","crisis management",,
"w","crisis prediction and control","crisis prediction and control",,
"w","crisis response","crisis response",,
"w","criticality","criticality",,
"w","cross-domain design","cross-domain design",,
"w","cross-layer","cross-layer",,
"w","cross-layer cognition","cross-layer cognition",,
"w","cross-layer cognitive","cross-layer cognitive",,
"w","cross-layer design","cross-layer design *** cross layer design",,
"w","cross-layer optimisation","cross-layer optimisation",,
"w","cross-layer optimization","cross-layer optimization",,
"w","cross-layer paradigms","cross-layer paradigms",,
"w","cross-layer wireless security","cross-layer wireless security",,
"w","cross-modal integration","cross-modal integration",,
"w","cross-modal interactions"," cross-modal interaction *** cross-modal interactions *** cross modal interaction",,
"w","cross-network cooperation","cross-network cooperation",,
"w","Crowd-sourcing"," crowdsourcing ***  crowd sourcing  *** Crowd-sourcing",,
"w","cryoegenics","cryoegenics",,
"w","cryptobiometrics","cryptobiometrics",,
"w","cryptographic protocols","cryptographic protocols",,
"w","cryptography","cryptography",,
"w","crystal-oriented","crystal-oriented",,
"w","crystal","crystal",,
"w","ion crystal","ion crystal *** ion-crystal",,
"w","cscw","cscw",,
"w","curation","curation",,
"w","current source density","current source density",,
"w","current-driven domain wall motions","current-driven domain wall motions",,
"w","current-induced switching","current-induced switching",,
"w","curriculum","curriculum",,
"w","custom arithmetic units","custom arithmetic units",,
"w","custom memory/processing units","custom memory/processing units",,
"w","cyber foraging","cyber foraging",,
"w","cyber-physical systems","cyber-physical systems",,
"w","cybermetrics","cybermetrics",,
"w","cybernetics","cybernetics",,
"w","data acquisition","data acquisition",,
"w","data analysis","data analysis",,
"w","data center","data center",,
"w","data collection","data collection",,
"w","data complexity","data complexity",,
"w","data driven simulations","data driven simulations",,
"w","data exchange","data exchange",,
"w","data flow","data flow",,
"w","data fusion","data fusion",,
"w","data integratoin","data integratoin",,
"w","data logging","data logging",,
"w","data management","data management",,
"w","data matching","data matching",,
"w","data mining "," data-mining *** data mining ",,
"w","data optimization","data optimization",,
"w","data protection","data protection",,
"w","data reduction","data reduction",,
"w","data sonification","data sonification",,
"w","data storage","data storage",,
"w","data streams","data streams",,
"w","data transmission in internet","data transmission in internet",,
"w","data web","data web",,
"w","data-assimilation","data-assimilation",,
"w","data-to-text","data-to-text",,
"w","databases"," database *** databases",,
"w","dataspaces","dataspaces",,
"w","dataviz","dataviz *** data visualisation *** data visualization",,
"w","dc-dc converter","dc-dc converter",,
"w","decentralised autonomic management","decentralised autonomic management",,
"w","decentralised data gathering","decentralised data gathering",,
"w","decentralised mac with bounded delay","decentralised mac with bounded delay",,
"w","decentralized networking system","decentralized networking system",,
"w","decision analysis","decision analysis",,
"w","decision and optimization problems","decision and optimization problems",,
"w","decision-making","decision making *** decision-making",,
"w","decision support","decision support",,
"w","decision support system","decision support system",,
"w","decision support systems","decision support systems",,
"w","decision theory","decision theory",,
"w","declarative experimentation","declarative experimentation",,
"w","decoherence","decoherence",,
"w","decompositions","decompositions *** decomposition",,
"w","deep brain stimulation","deep brain stimulation",,
"w","degenerate quantum gases","degenerate quantum gases",,
"w","degrees of freedom","degrees of freedom",,
"w","delay lines","delay lines",,
"w","delay tolerant networks","delay tolerant networks",,
"w","density functional theory","density functional theory",,
"w","dentistry","dentistry",,
"w","dependability","dependability",,
"w","dependable architectures","dependable architectures",,
"w","dependable networking","dependable networking",,
"w","dependable software","dependable software",,
"w","dependable systems","dependable systems",,
